(NADA).ET	(NNMT).ET	(NAMPT).ET	(NAMPT).Km	(NNMT).Km	Values[cell division rate]	[NAD]	(SIRT).Flux	(NAM import).v	[NAM]	[NMN]	(SIRT).ET	(NAD-consumption without Nam inhibition).ET	Values[scaling].InitialValue
0	10	10	5e-06	0.4	1e-05	0.000289076	6.60729e-05	1e-05	4.93591e-05	0.000262476	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000290434	6.63778e-05	1.04713e-05	5.16868e-05	0.00026371	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000291746	6.6672e-05	1.09648e-05	5.41242e-05	0.000264901	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000293012	6.69555e-05	1.14815e-05	5.66766e-05	0.00026605	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000294234	6.72288e-05	1.20226e-05	5.93492e-05	0.000267159	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000295412	6.74922e-05	1.25893e-05	6.21479e-05	0.000268229	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000296548	6.77458e-05	1.31826e-05	6.50785e-05	0.00026926	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000297643	6.79899e-05	1.38038e-05	6.81473e-05	0.000270255	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000298698	6.82249e-05	1.44544e-05	7.13608e-05	0.000271213	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000299715	6.8451e-05	1.51356e-05	7.47258e-05	0.000272137	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000300695	6.86685e-05	1.58489e-05	7.82494e-05	0.000273026	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000301639	6.88776e-05	1.65959e-05	8.19392e-05	0.000273883	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000302548	6.90786e-05	1.7378e-05	8.5803e-05	0.000274709	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000303424	6.92718e-05	1.8197e-05	8.98489e-05	0.000275504	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000304267	6.94574e-05	1.90546e-05	9.40856e-05	0.000276269	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000305079	6.96356e-05	1.99526e-05	9.85221e-05	0.000277006	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000305861	6.98068e-05	2.0893e-05	0.000103168	0.000277716	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000306613	6.99711e-05	2.18776e-05	0.000108033	0.0002784	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000307338	7.01288e-05	2.29087e-05	0.000113127	0.000279058	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000308036	7.02802e-05	2.39883e-05	0.000118461	0.000279691	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000308708	7.04254e-05	2.51189e-05	0.000124047	0.000280302	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000309355	7.05646e-05	2.63027e-05	0.000129896	0.000280889	10	10	0.001
0	10	10	5e-06	0.4	1e-05	0.000309979	7.06982e-05	2.75423e-05	0.000136022	0.000281456	10	10	0.001
