(NADA).ET	(NNMT).ET	(NAMPT).ET	(NAMPT).Km	(NNMT).Km	Values[cell division rate]	[NAD]	(SIRT).Flux	(NAM import).v	[NAM]	[NMN]	(SIRT).ET	(NAD-consumption without Nam inhibition).ET	Values[scaling].InitialValue
1	10	0	5e-06	0.4	2.7e-06	0.000150834	3.43841e-05	0.0001	0.000494427	0.000136803	10	10	0.001
1	10	0	5e-06	0.4	2.82828e-06	0.000150833	3.4384e-05	0.0001	0.000494427	0.000136802	10	10	0.001
1	10	0	5e-06	0.4	2.96265e-06	0.000150833	3.4384e-05	0.0001	0.000494426	0.000136802	10	10	0.001
1	10	0	5e-06	0.4	3.1034e-06	0.000150833	3.43839e-05	0.0001	0.000494426	0.000136802	10	10	0.001
1	10	0	5e-06	0.4	3.25084e-06	0.000150832	3.43838e-05	0.0001	0.000494425	0.000136801	10	10	0.001
1	10	0	5e-06	0.4	3.40529e-06	0.000150832	3.43837e-05	0.0001	0.000494424	0.000136801	10	10	0.001
1	10	0	5e-06	0.4	3.56707e-06	0.000150832	3.43836e-05	0.0001	0.000494424	0.000136801	10	10	0.001
1	10	0	5e-06	0.4	3.73654e-06	0.000150831	3.43836e-05	0.0001	0.000494423	0.0001368	10	10	0.001
1	10	0	5e-06	0.4	3.91406e-06	0.000150831	3.43835e-05	0.0001	0.000494422	0.0001368	10	10	0.001
1	10	0	5e-06	0.4	4.10001e-06	0.00015083	3.43834e-05	0.0001	0.000494422	0.0001368	10	10	0.001
1	10	0	5e-06	0.4	4.2948e-06	0.00015083	3.43833e-05	0.0001	0.000494421	0.000136799	10	10	0.001
1	10	0	5e-06	0.4	4.49885e-06	0.000150829	3.43832e-05	0.0001	0.00049442	0.000136799	10	10	0.001
1	10	0	5e-06	0.4	4.71258e-06	0.000150829	3.4383e-05	0.0001	0.000494419	0.000136798	10	10	0.001
1	10	0	5e-06	0.4	4.93648e-06	0.000150828	3.43829e-05	0.0001	0.000494418	0.000136798	10	10	0.001
1	10	0	5e-06	0.4	5.17101e-06	0.000150828	3.43828e-05	0.0001	0.000494418	0.000136797	10	10	0.001
1	10	0	5e-06	0.4	5.41668e-06	0.000150827	3.43827e-05	0.0001	0.000494417	0.000136797	10	10	0.001
1	10	0	5e-06	0.4	5.67402e-06	0.000150827	3.43825e-05	0.0001	0.000494416	0.000136796	10	10	0.001
1	10	0	5e-06	0.4	5.94359e-06	0.000150826	3.43824e-05	0.0001	0.000494415	0.000136796	10	10	0.001
1	10	0	5e-06	0.4	6.22597e-06	0.000150825	3.43822e-05	0.0001	0.000494413	0.000136795	10	10	0.001
1	10	0	5e-06	0.4	6.52176e-06	0.000150825	3.43821e-05	0.0001	0.000494412	0.000136794	10	10	0.001
1	10	0	5e-06	0.4	6.8316e-06	0.000150824	3.43819e-05	0.0001	0.000494411	0.000136794	10	10	0.001
1	10	0	5e-06	0.4	7.15617e-06	0.000150823	3.43817e-05	0.0001	0.00049441	0.000136793	10	10	0.001
1	10	0	5e-06	0.4	7.49615e-06	0.000150822	3.43816e-05	0.0001	0.000494409	0.000136792	10	10	0.001
1	10	0	5e-06	0.4	7.85229e-06	0.000150821	3.43814e-05	0.0001	0.000494407	0.000136792	10	10	0.001
1	10	0	5e-06	0.4	8.22535e-06	0.000150821	3.43812e-05	0.0001	0.000494406	0.000136791	10	10	0.001
1	10	0	5e-06	0.4	8.61613e-06	0.00015082	3.4381e-05	0.0001	0.000494404	0.00013679	10	10	0.001
1	10	0	5e-06	0.4	9.02548e-06	0.000150819	3.43807e-05	0.0001	0.000494403	0.000136789	10	10	0.001
1	10	0	5e-06	0.4	9.45427e-06	0.000150818	3.43805e-05	0.0001	0.000494401	0.000136788	10	10	0.001
1	10	0	5e-06	0.4	9.90344e-06	0.000150817	3.43803e-05	0.0001	0.000494399	0.000136787	10	10	0.001
1	10	0	5e-06	0.4	1.03739e-05	0.000150816	3.438e-05	0.0001	0.000494397	0.000136786	10	10	0.001
1	10	0	5e-06	0.4	1.08668e-05	0.000150814	3.43798e-05	0.0001	0.000494395	0.000136785	10	10	0.001
1	10	0	5e-06	0.4	1.13831e-05	0.000150813	3.43795e-05	0.0001	0.000494393	0.000136784	10	10	0.001
1	10	0	5e-06	0.4	1.19239e-05	0.000150812	3.43792e-05	0.0001	0.000494391	0.000136783	10	10	0.001
1	10	0	5e-06	0.4	1.24904e-05	0.000150811	3.43789e-05	0.0001	0.000494389	0.000136782	10	10	0.001
1	10	0	5e-06	0.4	1.30838e-05	0.000150809	3.43786e-05	0.0001	0.000494387	0.00013678	10	10	0.001
1	10	0	5e-06	0.4	1.37054e-05	0.000150808	3.43783e-05	0.0001	0.000494385	0.000136779	10	10	0.001
1	10	0	5e-06	0.4	1.43565e-05	0.000150806	3.43779e-05	0.0001	0.000494382	0.000136778	10	10	0.001
1	10	0	5e-06	0.4	1.50386e-05	0.000150805	3.43776e-05	0.0001	0.000494379	0.000136776	10	10	0.001
1	10	0	5e-06	0.4	1.57531e-05	0.000150803	3.43772e-05	0.0001	0.000494377	0.000136775	10	10	0.001
1	10	0	5e-06	0.4	1.65015e-05	0.000150801	3.43768e-05	0.0001	0.000494374	0.000136773	10	10	0.001
1	10	0	5e-06	0.4	1.72855e-05	0.000150799	3.43764e-05	0.0001	0.000494371	0.000136772	10	10	0.001
1	10	0	5e-06	0.4	1.81067e-05	0.000150797	3.43759e-05	0.0001	0.000494367	0.00013677	10	10	0.001
1	10	0	5e-06	0.4	1.89669e-05	0.000150795	3.43755e-05	0.0001	0.000494364	0.000136768	10	10	0.001
1	10	0	5e-06	0.4	1.98681e-05	0.000150793	3.4375e-05	0.0001	0.000494361	0.000136766	10	10	0.001
1	10	0	5e-06	0.4	2.0812e-05	0.000150791	3.43745e-05	0.0001	0.000494357	0.000136764	10	10	0.001
1	10	0	5e-06	0.4	2.18007e-05	0.000150789	3.4374e-05	0.0001	0.000494353	0.000136762	10	10	0.001
1	10	0	5e-06	0.4	2.28365e-05	0.000150786	3.43734e-05	0.0001	0.000494349	0.00013676	10	10	0.001
1	10	0	5e-06	0.4	2.39214e-05	0.000150784	3.43728e-05	0.0001	0.000494345	0.000136757	10	10	0.001
