(NADA).ET	(NNMT).ET	(NAMPT).ET	(NAMPT).Km	(NNMT).Km	Values[cell division rate]	[NAD]	(SIRT).Flux	(NAM import).v	[NAM]	[NMN]	(SIRT).ET	Values[scaling].InitialValue
0	0	400	5e-06	0.4	2.7e-06	0.130811	8.93012e-06	0.0001	36.7873	0.118751	10	0.001
0	0	400	5e-06	0.4	2.82828e-06	0.130783	9.3563e-06	0.0001	35.1076	0.118725	10	0.001
0	0	400	5e-06	0.4	2.96265e-06	0.130754	9.80291e-06	0.0001	33.504	0.118699	10	0.001
0	0	400	5e-06	0.4	3.1034e-06	0.130723	1.02709e-05	0.0001	31.9732	0.118671	10	0.001
0	0	400	5e-06	0.4	3.25084e-06	0.130691	1.07614e-05	0.0001	30.5118	0.118642	10	0.001
0	0	400	5e-06	0.4	3.40529e-06	0.130657	1.12755e-05	0.0001	29.1167	0.118611	10	0.001
0	0	400	5e-06	0.4	3.56707e-06	0.130622	1.18142e-05	0.0001	27.7849	0.118579	10	0.001
0	0	400	5e-06	0.4	3.73654e-06	0.130585	1.23788e-05	0.0001	26.5135	0.118545	10	0.001
0	0	400	5e-06	0.4	3.91406e-06	0.130546	1.29706e-05	0.0001	25.2997	0.11851	10	0.001
0	0	400	5e-06	0.4	4.10001e-06	0.130506	1.35908e-05	0.0001	24.1411	0.118473	10	0.001
0	0	400	5e-06	0.4	4.2948e-06	0.130463	1.42409e-05	0.0001	23.0349	0.118435	10	0.001
0	0	400	5e-06	0.4	4.49885e-06	0.130418	1.49223e-05	0.0001	21.979	0.118394	10	0.001
0	0	400	5e-06	0.4	4.71258e-06	0.130372	1.56365e-05	0.0001	20.9709	0.118352	10	0.001
0	0	400	5e-06	0.4	4.93648e-06	0.130323	1.63852e-05	0.0001	20.0086	0.118307	10	0.001
0	0	400	5e-06	0.4	5.17101e-06	0.130271	1.717e-05	0.0001	19.0899	0.118261	10	0.001
0	0	400	5e-06	0.4	5.41668e-06	0.130218	1.79927e-05	0.0001	18.213	0.118212	10	0.001
0	0	400	5e-06	0.4	5.67402e-06	0.130161	1.88551e-05	0.0001	17.3757	0.118161	10	0.001
0	0	400	5e-06	0.4	5.94359e-06	0.130102	1.97593e-05	0.0001	16.5765	0.118107	10	0.001
0	0	400	5e-06	0.4	6.22597e-06	0.13004	2.07073e-05	0.0001	15.8135	0.118051	10	0.001
0	0	400	5e-06	0.4	6.52176e-06	0.129975	2.17011e-05	0.0001	15.0852	0.117992	10	0.001
0	0	400	5e-06	0.4	6.8316e-06	0.129907	2.27432e-05	0.0001	14.3899	0.11793	10	0.001
0	0	400	5e-06	0.4	7.15617e-06	0.129836	2.38358e-05	0.0001	13.7261	0.117866	10	0.001
0	0	400	5e-06	0.4	7.49615e-06	0.129761	2.49815e-05	0.0001	13.0925	0.117798	10	0.001
0	0	400	5e-06	0.4	7.85229e-06	0.129683	2.61829e-05	0.0001	12.4876	0.117727	10	0.001
0	0	400	5e-06	0.4	8.22535e-06	0.129601	2.74428e-05	0.0001	11.9102	0.117652	10	0.001
0	0	400	5e-06	0.4	8.61613e-06	0.129515	2.87641e-05	0.0001	11.3589	0.117574	10	0.001
0	0	400	5e-06	0.4	9.02548e-06	0.129425	3.01498e-05	0.0001	10.8327	0.117493	10	0.001
0	0	400	5e-06	0.4	9.45427e-06	0.129331	3.16032e-05	0.0001	10.3304	0.117407	10	0.001
0	0	400	5e-06	0.4	9.90344e-06	0.129232	3.31277e-05	0.0001	9.85083	0.117317	10	0.001
0	0	400	5e-06	0.4	1.03739e-05	0.129128	3.47268e-05	0.0001	9.39306	0.117223	10	0.001
0	0	400	5e-06	0.4	1.08668e-05	0.129019	3.64043e-05	0.0001	8.95607	0.117124	10	0.001
0	0	400	5e-06	0.4	1.13831e-05	0.128905	3.81642e-05	0.0001	8.53892	0.11702	10	0.001
0	0	400	5e-06	0.4	1.19239e-05	0.128785	4.00106e-05	0.0001	8.1407	0.116912	10	0.001
0	0	400	5e-06	0.4	1.24904e-05	0.12866	4.19478e-05	0.0001	7.76058	0.116798	10	0.001
0	0	400	5e-06	0.4	1.30838e-05	0.128528	4.39806e-05	0.0001	7.39771	0.116679	10	0.001
0	0	400	5e-06	0.4	1.37054e-05	0.128391	4.61137e-05	0.0001	7.05133	0.116553	10	0.001
0	0	400	5e-06	0.4	1.43565e-05	0.128246	4.83523e-05	0.0001	6.72068	0.116422	10	0.001
0	0	400	5e-06	0.4	1.50386e-05	0.128095	5.07018e-05	0.0001	6.40505	0.116285	10	0.001
0	0	400	5e-06	0.4	1.57531e-05	0.127936	5.3168e-05	0.0001	6.10376	0.116141	10	0.001
0	0	400	5e-06	0.4	1.65015e-05	0.127769	5.57567e-05	0.0001	5.81617	0.115989	10	0.001
